#CNS11643,Sinopac,Unicode,Unisys,Word
01-5169,67CF,67CF,AC66,柏
01-516C,67B0,67B0,AC69,枰
01-5172,6B83,6B83,AC6F,殃
01-5174,6BB5,6BB5,AC71,段
01-5175,6BD2,6BD2,AC72,毒
01-5178,6CC9,6CC9,AC75,泉
01-5179,6D0B,6D0B,AC76,洋
01-517A,6D32,6D32,AC77,洲
01-517B,6D2A,6D2A,AC78,洪
01-517D,6D25,6D25,AC7A,津
01-517E,6D0C,6D0C,AC7B,洌
01-5221,6D31,6D31,AC7C,洱
01-5222,6D1E,6D1E,AC7D,洞
01-5229,6CF5,6CF5,ACA6,泵
01-522A,6D39,6D39,ACA7,洹
01-522C,6D38,6D38,ACA9,洸
01-5231,6D2B,6D2B,ACAE,洫
01-5239,70AE,70AE,ACB6,炮
01-523A,70A4,70A4,ACB7,炤
01-523C,7272,7272,ACB9,牲
01-5240,72E0,72E0,ACBD,狠
01-5243,73CA,73CA,ACC0,珊
01-5244,73BB,73BB,ACC1,玻
01-5245,73B2,73B2,ACC2,玲
01-5246,73CD,73CD,ACC3,珍
01-5248,73B3,73B3,ACC5,玳
01-524B,754F,754F,ACC8,畏
01-524D,754E,754E,ACCA,畎
01-524E,754B,754B,ACCB,畋
01-524F,75AB,75AB,ACCC,疫
01-5251,75A5,75A5,ACCE,疥
01-5252,75A2,75A2,ACCF,疢
01-5257,7688,7688,ACD4,皈
01-525C,7701,7701,ACD9,省
01-5260,770B,770B,ACDD,看
01-5261,76FE,76FE,ACDE,盾
01-5264,77DC,77DC,ACE1,矜
01-5266,7814,7814,ACE3,研
01-5268,780D,780D,ACE5,砍
01-5269,7946,7946,ACE6,祆
01-526A,7949,7949,ACE7,祉
01-526B,7948,7948,ACE8,祈
01-526C,7947,7947,ACE9,祇
01-526E,79BA,79BA,ACEB,禺
01-5270,79D2,79D2,ACED,秒
01-5273,7A81,7A81,ACF0,突
01-5274,7AFF,7AFF,ACF1,竿
01-5275,7AFD,7AFD,ACF2,竽
01-5276,7C7D,7C7D,ACF3,籽
01-5278,7D05,7D05,ACF5,紅
01-527A,7D09,7D09,ACF7,紉
01-527B,7D07,7D07,ACF8,紇
01-527D,7D06,7D06,ACFA,紆
01-527E,7F38,7F38,ACFB,缸
01-5322,7FBF,7FBF,ACFD,羿
01-5324,800D,800D,AD41,耍
01-5327,80D6,80D6,AD44,胖
01-5329,80DA,80DA,AD46,胚
01-532D,80E1,80E1,AD4A,胡
01-532E,80DB,80DB,AD4B,胛
01-532F,80CE,80CE,AD4C,胎
01-5332,80DD,80DD,AD4F,胝
01-5334,8222,8222,AD51,舢
01-5339,82DB,82DB,AD56,苛
01-533D,8302,8302,AD5A,茂
01-533F,82D2,82D2,AD5C,苒
01-5341,82F1,82F1,AD5E,英
01-5343,82DC,82DC,AD60,苜
01-6C45,58A9,58A9,BC5B,墩
01-6C48,5B09,5B09,BC5E,嬉
01-6C4C,5B0C,5B0C,BC62,嬌
01-6C4D,5B08,5B08,BC63,嬈
01-6C4E,5BEE,5BEE,BC64,寮
01-6C50,5BE9,5BE9,BC66,審
01-6C51,5BEB,5BEB,BC67,寫
01-6C55,5D94,5D94,BC6B,嶔
01-6C58,5E61,5E61,BC6E,幡
01-6C59,5EE2,5EE2,BC6F,廢
01-6C5C,5EDD,5EDD,BC72,廝
01-6C60,5F71,5F71,BC76,影
01-6C66,615D,615D,BC7C,慝
01-6C68,6182,6182,BC7E,憂
01-6C6D,61A7,61A7,BCA5,憧
01-6C6E,6190,6190,BCA6,憐
01-6C71,61AC,61AC,BCA9,憬
01-6C72,619A,619A,BCAA,憚
01-6C73,61A4,61A4,BCAB,憤
01-6C75,61AE,61AE,BCAD,憮
01-6C77,6469,6469,BCAF,摩
01-6C78,646F,646F,BCB0,摯
01-6C79,6479,6479,BCB1,摹
01-6C7A,649E,649E,BCB2,撞
01-6C7C,6488,6488,BCB4,撈
01-6D23,6495,6495,BCB9,撕
01-6D24,64A9,64A9,BCBA,撩
01-6D27,64AD,64AD,BCBD,播
01-6D2C,64A2,64A2,BCC2,撢
01-6D2D,64B3,64B3,BCC3,撳
01-6D2E,6575,6575,BCC4,敵
01-6D30,6578,6578,BCC6,數
01-6D31,66AE,66AE,BCC7,暮
01-6D32,66AB,66AB,BCC8,暫
01-6D33,66B4,66B4,BCC9,暴
01-6D34,66B1,66B1,BCCA,暱
01-6D35,6A23,6A23,BCCB,樣
01-6D36,6A1F,6A1F,BCCC,樟
01-6D37,69E8,69E8,BCCD,槨
01-6D38,6A01,6A01,BCCE,樁
01-6D39,6A1E,6A1E,BCCF,樞
01-6D3A,6A19,6A19,BCD0,標
01-6D3B,69FD,69FD,BCD1,槽
01-6D3F,69F3,69F3,BCD5,槳
01-6D41,6A05,6A05,BCD7,樅
01-6D42,69ED,69ED,BCD8,槭
01-6D43,6A11,6A11,BCD9,樑
01-6D44,6B50,6B50,BCDA,歐
01-6D45,6B4E,6B4E,BCDB,歎
01-6D46,6BA4,6BA4,BCDC,殤
01-6D47,6BC5,6BC5,BCDD,毅
01-6D48,6BC6,6BC6,BCDE,毆
01-6D49,6F3F,6F3F,BCDF,漿
01-6D4A,6F7C,6F7C,BCE0,潼
01-6D4B,6F84,6F84,BCE1,澄
01-6D4F,6F86,6F86,BCE5,澆
01-6D50,6F6D,6F6D,BCE6,潭
01-6D51,6F5B,6F5B,BCE7,潛
01-6D52,6F78,6F78,BCE8,潸
01-6D55,6F7A,6F7A,BCEB,潺
01-6D56,6F70,6F70,BCEC,潰
01-6D58,6F97,6F97,BCEE,澗
01-6D59,6F58,6F58,BCEF,潘
01-6D5A,6ED5,6ED5,BCF0,滕
01-6D5B,6F6F,6F6F,BCF1,潯
01-6D5F,71AC,71AC,BCF5,熬
01-6D62,7256,7256,BCF8,牖
01-6D63,729B,729B,BCF9,犛
01-6D64,734E,734E,BCFA,獎
01-6D65,7357,7357,BCFB,獗
01-6D67,748B,748B,BCFD,璋
01-6D68,7483,7483,BCFE,璃
01-6D69,747E,747E,BD40,瑾
01-6D6A,7480,7480,BD41,璀
01-6D6B,757F,757F,BD42,畿
01-6D6C,7620,7620,BD43,瘠
01-6D6E,761F,761F,BD45,瘟
01-6D70,7626,7626,BD47,瘦
01-6D71,7621,7621,BD48,瘡
01-6D72,7622,7622,BD49,瘢
01-6D75,76E4,76E4,BD4C,盤
01-6D76,778E,778E,BD4D,瞎
01-6D78,778C,778C,BD4F,瞌
01-6D7A,778B,778B,BD51,瞋
01-6D7B,78CB,78CB,BD52,磋
01-6E21,78BE,78BE,BD56,碾
01-6E22,78D5,78D5,BD57,磕
01-6E23,78BC,78BC,BD58,碼
01-6E24,78D0,78D0,BD59,磐
01-6E25,7A3F,7A3F,BD5A,稿
01-6E27,7A40,7A40,BD5C,穀
01-6E28,7A3D,7A3D,BD5D,稽
01-6E29,7A37,7A37,BD5E,稷
01-6E2A,7A3B,7A3B,BD5F,稻
01-6E2B,7AAF,7AAF,BD60,窯
01-6E2D,7BAD,7BAD,BD62,箭
01-6E2F,7BC4,7BC4,BD64,範
01-6E30,7BB4,7BB4,BD65,箴
01-6E36,7CCA,7CCA,BD6B,糊
01-6E3C,7DEC,7DEC,BD71,緬
01-6E3E,7DE8,7DE8,BD73,編
01-6E40,7DDA,7DDA,BD75,線
01-6E44,7DD9,7DD9,BD79,緙
01-6E46,7DF9,7DF9,BD7B,緹
01-6E48,7F77,7F77,BD7D,罷
01-6E4A,7FE9,7FE9,BDA1,翩
01-6E4B,8026,8026,BDA2,耦
01-6E4C,819B,819B,BDA3,膛
01-6E4E,819D,819D,BDA5,膝
01-6E50,819A,819A,BDA7,膚
01-6E56,852C,852C,BDAD,蔬
01-6E5C,8514,8514,BDB3,蔔
01-6E5E,8525,8525,BDB5,蔥
01-6E60,8506,8506,BDB7,蔆
01-6E61,8782,8782,BDB8,螂
01-6E64,8760,8760,BDBB,蝠
01-6E68,8759,8759,BDBF,蝙
01-6E6A,874C,874C,BDC1,蝌
01-6E6B,8753,8753,BDC2,蝓
01-6E70,8912,8912,BDC7,褒
01-6E72,8915,8915,BDC9,褕
01-6E73,890A,890A,BDCA,褊
01-6E76,8AC7,8AC7,BDCD,談
01-6E77,8AC4,8AC4,BDCE,諄
01-6E7C,8AC9,8AC9,BDD3,諉
01-6E7D,8AC2,8AC2,BDD4,諂
01-6E7E,8ABF,8ABF,BDD5,調
01-6F22,8AD6,8AD6,BDD7,論
01-6F23,8ACD,8ACD,BDD8,諍
01-6F24,8AB6,8AB6,BDD9,誶
01-6F25,8AB9,8AB9,BDDA,誹
01-6F2A,8CE0,8CE0,BDDF,賠
01-6F2B,8CDE,8CDE,BDE0,賞
01-6F2C,8CE6,8CE6,BDE1,賦
01-6F2E,8CEC,8CEC,BDE3,賬
01-6F2F,8CED,8CED,BDE4,賭
01-6F30,8CE2,8CE2,BDE5,賢
01-6F31,8CE3,8CE3,BDE6,賣
01-6F36,8D9F,8D9F,BDEB,趟
01-6F37,8DA3,8DA3,BDEC,趣
01-6F38,8E2B,8E2B,BDED,踫
01-6F3D,8E29,8E29,BDF2,踩
01-6F47,8F2A,8F2A,BDFC,輪
01-6F48,8F1C,8F1C,BDFD,輜
01-6F4C,906E,906E,BE42,遮
01-6F4D,9068,9068,BE43,遨
01-6F4E,906D,906D,BE44,遭
01-6F50,9130,9130,BE46,鄰
01-6F51,912D,912D,BE47,鄭
01-6F56,918B,918B,BE4C,醋
01-6F57,9183,9183,BE4D,醃
01-6F58,92C5,92C5,BE4E,鋅
01-6F59,92BB,92BB,BE4F,銻
01-6F5D,92C1,92C1,BE54,鋁
01-6F62,92F0,92F0,BE59,鋰
01-6F65,95B1,95B1,BE5C,閱
01-6F67,9706,9706,BE5E,霆
01-6F68,9707,9707,BE5F,震
01-6F6C,978B,978B,BE63,鞋
01-6F6D,978F,978F,BE64,鞏
01-6F6E,9821,9821,BE65,頡
01-6F70,981C,981C,BE67,頜
01-6F71,98B3,98B3,BE68,颳
01-6F73,9913,9913,BE6A,餓
01-6F74,9912,9912,BE6B,餒
01-6F76,99DD,99DD,BE6D,駝
01-6F77,99D0,99D0,BE6E,駐
01-6F79,99DB,99DB,BE70,駛
01-6F7A,99D1,99D1,BE71,駑
01-6F7B,99D5,99D5,BE72,駕
01-7027,9B6F,9B6F,BE7C,魯
01-7028,9D06,9D06,BE7D,鴆
01-702A,9D03,9D03,BEA1,鴃
01-702B,9EA9,9EA9,BEA2,麩
01-702C,9EBE,9EBE,BEA3,麾
01-702D,9ECE,9ECE,BEA4,黎
01-702E,58A8,58A8,BEA5,墨
01-7031,5118,5118,BEA8,儘
01-7034,5115,5115,BEAB,儕
01-7035,5180,5180,BEAC,冀
01-7036,51AA,51AA,BEAD,冪
01-7039,5293,5293,BEB0,劓
01-703F,5664,5664,BEB6,噤
01-7040,5678,5678,BEB7,噸
01-7042,5668,5668,BEB9,器
01-7043,5665,5665,BEBA,噥
01-7047,5662,5662,BEBE,噢
01-7048,5676,5676,BEBF,噶
01-704A,58BE,58BE,BEC1,墾
01-704B,58C7,58C7,BEC2,壇
01-704C,58C5,58C5,BEC3,壅
01-704D,596E,596E,BEC4,奮
01-704E,5B1D,5B1D,BEC5,嬝
01-704F,5B34,5B34,BEC6,嬴
01-7050,5B78,5B78,BEC7,學
01-7051,5BF0,5BF0,BEC8,寰
01-7052,5C0E,5C0E,BEC9,導
01-7053,5F4A,5F4A,BECA,彊
01-7054,61B2,61B2,BECB,憲
01-7055,6191,6191,BECC,憑
01-7056,61A9,61A9,BECD,憩
01-7057,618A,618A,BECE,憊
01-7059,61B6,61B6,BED0,憶
01-705A,61BE,61BE,BED1,憾
01-705B,61CA,61CA,BED2,懊
01-705D,6230,6230,BED4,戰
01-705F,64C1,64C1,BED6,擁
01-7060,64CB,64CB,BED7,擋
01-7061,64BB,64BB,BED8,撻
01-7062,64BC,64BC,BED9,撼
01-7063,64DA,64DA,BEDA,據
01-7065,64C7,64C7,BEDC,擇
01-7067,64CD,64CD,BEDE,操
01-706A,64D4,64D4,BEE1,擔
01-706B,64BE,64BE,BEE2,撾
01-706D,66C6,66C6,BEE4,曆
01-706F,66B9,66B9,BEE6,暹
01-7077,6A6B,6A6B,BEEE,橫
01-7078,6A58,6A58,BEEF,橘
01-707C,6A61,6A61,BEF3,橡
01-707D,6A4B,6A4B,BEF4,橋
01-707E,6A47,6A47,BEF5,橇
01-7122,6A5F,6A5F,BEF7,機
01-7123,6A48,6A48,BEF8,橈
01-7124,6B59,6B59,BEF9,歙
01-7126,6C05,6C05,BEFB,氅
01-7128,6FB1,6FB1,BEFD,澱
01-712A,6FC3,6FC3,BF40,濃
01-712B,6FA4,6FA4,BF41,澤
01-712D,6FA7,6FA7,BF43,澧
01-712E,6FB3,6FB3,BF44,澳
01-712F,6FC0,6FC0,BF45,激
01-7130,6FB9,6FB9,BF46,澹
01-7131,6FB6,6FB6,BF47,澶
01-7135,71BE,71BE,BF4B,熾
01-7137,71D0,71D0,BF4D,燐
01-7139,71C8,71C8,BF4F,燈
01-713C,71CE,71CE,BF52,燎
01-7142,749C,749C,BF58,璜
01-7143,74A3,74A3,BF59,璣
01-7144,7498,7498,BF5A,璘
01-7146,749E,749E,BF5C,璞
01-7148,750C,750C,BF5E,甌
01-714A,7634,7634,BF60,瘴
01-714B,7638,7638,BF61,瘸
01-714D,76E7,76E7,BF63,盧
01-714E,76E5,76E5,BF64,盥
01-714F,77A0,77A0,BF65,瞠
01-7151,779F,779F,BF67,瞟
01-7152,77A5,77A5,BF68,瞥
01-7155,78EC,78EC,BF6B,磬
01-7159,7A4E,7A4E,BF6F,穎
01-715C,7A4B,7A4B,BF72,穋
01-7162,7BDB,7BDB,BF78,篛
01-7165,7BE6,7BE6,BF7B,篦
01-7169,7E11,7E11,BFA1,縑
01-716C,7E23,7E23,BFA4,縣
01-716E,7E1D,7E1D,BFA6,縝
01-7170,7E10,7E10,BFA8,縐
01-7172,7FB2,7FB2,BFAA,羲
01-7173,7FF0,7FF0,BFAB,翰
01-7174,7FF1,7FF1,BFAC,翱
01-7176,8028,8028,BFAE,耨
01-7177,81B3,81B3,BFAF,膳
01-7178,81A9,81A9,BFB0,膩
01-717A,81FB,81FB,BFB2,臻
01-717B,8208,8208,BFB3,興
01-717D,8259,8259,BFB5,艙
01-717E,854A,854A,BFB6,蕊
01-7225,8543,8543,BFBB,蕃
01-7226,8549,8549,BFBC,蕉
01-7228,856A,856A,BFBE,蕪
01-722A,8783,8783,BFC0,螃
01-722B,879F,879F,BFC1,螟
01-722D,87A2,87A2,BFC3,螢
01-722E,878D,878D,BFC4,融
01-722F,8861,8861,BFC5,衡
01-7230,892A,892A,BFC6,褪
01-7231,8932,8932,BFC7,褲
01-7233,892B,892B,BFC9,褫
01-7237,8AE6,8AE6,BFCD,諦
01-7238,8AFA,8AFA,BFCE,諺
01-7239,8AEB,8AEB,BFCF,諫
01-723A,8AF1,8AF1,BFD0,諱
01-723C,8ADC,8ADC,BFD2,諜
01-723D,8AE7,8AE7,BFD3,諧
01-7242,8AF7,8AF7,BFD8,諷
01-7244,8AF3,8AF3,BFDA,諳
01-7245,8AF6,8AF6,BFDB,諶
01-7246,8AFC,8AFC,BFDC,諼
01-724B,8E44,8E44,BFE1,蹄
01-724E,8E42,8E42,BFE4,蹂
01-724F,8E39,8E39,BFE5,踹
01-7252,8F2F,8F2F,BFE8,輯
01-7253,8F38,8F38,BFE9,輸
01-7254,8F33,8F33,BFEA,輳
01-7257,9075,9075,BFED,遵
01-7259,9078,9078,BFEF,選
01-725B,907C,907C,BFF1,遼
01-725C,907A,907A,BFF2,遺
01-725E,9192,9192,BFF4,醒
01-725F,9320,9320,BFF5,錠
01-7262,9333,9333,BFF8,錳
01-7263,932F,932F,BFF9,錯
01-7264,9322,9322,BFFA,錢
01-726B,9321,9321,C042,錡
01-726E,9319,9319,C045,錙
01-726F,95BB,95BB,C046,閻
01-7270,96A7,96A7,C047,隧
01-7275,9711,9711,C04C,霑
01-7276,9716,9716,C04D,霖
01-7278,9713,9713,C04F,霓
01-727A,975B,975B,C051,靛
01-727D,9798,9798,C054,鞘
01-7322,983B,983B,C057,頻
01-7324,982D,982D,C059,頭
01-7327,9910,9910,C05C,餐
01-7329,991E,991E,C05E,餞
01-732A,991B,991B,C05F,餛
01-732B,9921,9921,C060,餡
01-732C,991A,991A,C061,餚
01-732D,99ED,99ED,C062,駭
01-732E,99E2,99E2,C063,駢
01-732F,99F1,99F1,C064,駱
01-7330,9AB8,9AB8,C065,骸
01-7331,9ABC,9ABC,C066,骼
01-7333,9AED,9AED,C068,髭
01-7335,9B91,9B91,C06A,鮑
01-7336,9D15,9D15,C06B,鴕
01-7338,9D26,9D26,C06D,鴦
01-733C,9ED8,9ED8,C071,默
01-7342,5121,5121,C077,儡
01-7344,52F5,52F5,C079,勵
01-7349,5687,5687,C07E,嚇
01-734A,568F,568F,C0A1,嚏
01-734B,58D5,58D5,C0A2,壕
01-734D,58D1,58D1,C0A4,壑
01-734E,58CE,58CE,C0A5,壎
01-734F,5B30,5B30,C0A6,嬰
01-7351,5B24,5B24,C0A8,嬤
01-7353,5C37,5C37,C0AA,尷
01-7358,5DB8,5DB8,C0AF,嶸
01-735D,61C2,61C2,C0B4,懂
01-735F,61E6,61E6,C0B6,懦
01-7361,6232,6232,C0B8,戲
01-7363,64CE,64CE,C0BA,擎
01-7368,64E6,64E6,C0BF,擦
01-7369,64EC,64EC,C0C0,擬
01-736D,6582,6582,C0C4,斂
01-736F,66D9,66D9,C0C6,曙
01-7370,66D6,66D6,C0C7,曖
01-7372,6A94,6A94,C0C9,檔
01-7374,6AA2,6AA2,C0CB,檢
01-7377,6AA3,6AA3,C0CE,檣
01-7379,6A97,6A97,C0D0,檗
01-737A,6A90,6A90,C0D1,檐
01-737B,6AA0,6AA0,C0D2,檠
01-737C,6B5C,6B5C,C0D3,歜
01-737D,6BAE,6BAE,C0D4,殮
01-737E,6BDA,6BDA,C0D5,毚
01-7422,6FD8,6FD8,C0D7,濘
01-7423,6FF1,6FF1,C0D8,濱
01-7425,6FE0,6FE0,C0DA,濠
01-7426,6FDB,6FDB,C0DB,濛
01-7427,6FE4,6FE4,C0DC,濤
01-7428,6FEB,6FEB,C0DD,濫
01-742E,6FD5,6FD5,C0E3,濕
01-742F,6FEE,6FEE,C0E4,濮
01-7431,71E7,71E7,C0E6,燧
01-7434,71E6,71E6,C0E9,燦
01-7437,71EC,71EC,C0EC,燬
01-7439,71E0,71E0,C0EE,燠
01-743C,7370,7370,C0F1,獰
01-7440,74A6,74A6,C0F5,璦
01-7442,7646,7646,C0F7,癆
01-7443,7642,7642,C0F8,療
01-7445,76EA,76EA,C0FA,盪
01-7446,77B3,77B3,C0FB,瞳
01-7448,77B0,77B0,C0FD,瞰
01-744A,77A7,77A7,C140,瞧
01-744B,77AD,77AD,C141,瞭
01-744D,78F7,78F7,C143,磷
01-744E,78FA,78FA,C144,磺
01-7450,78EF,78EF,C146,磯
01-7451,7901,7901,C147,礁
01-7453,79AA,79AA,C149,禪
01-7454,7A57,7A57,C14A,穗
01-7458,7BFE,7BFE,C14E,篾
01-7459,7BF7,7BF7,C14F,篷
01-745A,7C0C,7C0C,C150,簌
01-745B,7BE0,7BE0,C151,篠
01-745D,7CDC,7CDC,C153,糜
01-7460,7CDF,7CDF,C156,糟
01-7461,7CD9,7CD9,C157,糙
01-7463,7E2E,7E2E,C159,縮
01-7468,7E43,7E43,C15E,繃
01-746A,7E3D,7E3D,C160,總
01-746B,7E31,7E31,C161,縱
01-746D,7E41,7E41,C163,繁
01-746E,7E34,7E34,C164,縴
01-7470,7E48,7E48,C166,繈
01-7472,7E3F,7E3F,C168,縿
01-7475,7FF3,7FF3,C16B,翳
01-7476,7FFC,7FFC,C16C,翼
01-5345,82D1,82D1,AD62,苑
01-5346,82DE,82DE,AD63,苞
01-5348,82DF,82DF,AD65,苟
01-534C,8679,8679,AD69,虹
01-5350,886B,886B,AD6D,衫
01-5352,89D4,89D4,AD6F,觔
01-5354,8A02,8A02,AD71,訂
01-5357,8CA0,8CA0,AD74,負
01-5359,8D73,8D73,AD76,赳
01-535A,8DB4,8DB4,AD77,趴
01-535B,8ECD,8ECD,AD78,軍
01-535D,8FF0,8FF0,AD7A,述
01-535E,8FE6,8FE6,AD7B,迦
01-535F,8FE2,8FE2,AD7C,迢
01-5361,8FE5,8FE5,AD7E,迥
01-5362,8FED,8FED,ADA1,迭
01-5363,8FEB,8FEB,ADA2,迫
01-5364,8FE4,8FE4,ADA3,迤
01-5369,90C3,90C3,ADA8,郃
01-536D,9582,9582,ADAC,閂
01-536F,964B,964B,ADAE,陋
01-5371,964D,964D,ADB0,降
01-5373,9769,9769,ADB2,革
01-5375,97ED,97ED,ADB4,韭
01-5376,97F3,97F3,ADB5,音
01-5378,98A8,98A8,ADB7,風
01-537C,9999,9999,ADBB,香
01-5421,500C,500C,ADBE,倌
01-5424,4FEF,4FEF,ADC1,俯
01-5427,4FF8,4FF8,ADC4,俸
01-5429,5016,5016,ADC6,倖
01-542C,501F,501F,ADC9,借
01-542F,5011,5011,ADCC,們
01-5431,5000,5000,ADCE,倀
01-5432,5014,5014,ADCF,倔
01-5434,4FF1,4FF1,ADD1,俱
01-5435,5021,5021,ADD2,倡
01-5437,5019,5019,ADD4,候
01-5439,4FF3,4FF3,ADD6,俳
01-543C,502A,502A,ADD9,倪
01-543E,502B,502B,ADDB,倫
01-543F,5009,5009,ADDC,倉
01-5440,517C,517C,ADDD,兼
01-5442,51A5,51A5,ADDF,冥
01-5443,51A2,51A2,ADE0,冢
01-5445,51CC,51CC,ADE2,凌
01-5446,51C6,51C6,ADE3,准
01-5448,5256,5256,ADE5,剖
01-544A,5254,5254,ADE7,剔
01-544B,525B,525B,ADE8,剛
01-544D,532A,532A,ADEA,匪
01-544E,537F,537F,ADEB,卿
01-5451,53DF,53DF,ADEE,叟
01-5454,5501,5501,ADF1,唁
01-5459,5506,5506,ADF6,唆
01-545C,54E9,54E9,ADF9,哩
01-545F,5509,5509,ADFC,唉
01-5462,54E6,54E6,AE40,哦
01-5463,5527,5527,AE41,唧
01-5464,5507,5507,AE42,唇
01-5465,54FD,54FD,AE43,哽
01-5466,550F,550F,AE44,唏
01-5467,5703,5703,AE45,圃
01-5469,57C2,57C2,AE47,埂
01-546E,590F,590F,AE4C,夏
01-546F,5957,5957,AE4D,套
01-5470,5958,5958,AE4E,奘
01-5472,5A11,5A11,AE50,娑
01-5473,5A18,5A18,AE51,娘
01-5475,5A1F,5A1F,AE53,娟
01-5476,5A1B,5A1B,AE54,娛
01-5478,59EC,59EC,AE56,姬
01-547A,5A23,5A23,AE58,娣
01-547B,5A29,5A29,AE59,娩
01-547D,5A0C,5A0C,AE5B,娌
01-547E,5A09,5A09,AE5C,娉
01-5522,5C58,5C58,AE5E,屘
01-5523,5BB0,5BB0,AE5F,宰
01-552A,5BB8,5BB8,AE66,宸
01-552B,5C04,5C04,AE67,射
01-552C,5C51,5C51,AE68,屑
01-552E,5C50,5C50,AE6A,屐
01-552F,5CED,5CED,AE6B,峭
01-5532,5CEA,5CEA,AE6E,峪
01-5533,5CE8,5CE8,AE6F,峨
01-553A,5E2B,5E2B,AE76,師
01-553C,5EAD,5EAD,AE78,庭
01-553F,5F92,5F92,AE7B,徒
01-5540,5F91,5F91,AE7C,徑
01-5541,5F90,5F90,AE7D,徐
01-5542,6059,6059,AE7E,恙
01-5544,6065,6065,AEA2,恥
01-5545,6050,6050,AEA3,恐
01-5546,6055,6055,AEA4,恕
01-5547,606D,606D,AEA5,恭
01-5548,6069,6069,AEA6,恩
01-5549,606F,606F,AEA7,息
01-554C,609A,609A,AEAA,悚
01-554D,608D,608D,AEAB,悍
01-554F,608C,608C,AEAD,悌
01-5550,6085,6085,AEAE,悅
01-7477,8071,8071,C16D,聱
01-747C,81C6,81C6,C172,臆
01-747E,81BA,81BA,C174,膺
01-7523,81BF,81BF,C177,膿
01-7525,81C9,81C9,C179,臉
01-7528,8209,8209,C17C,舉
01-752B,8584,8584,C1A1,薄
01-752E,8591,8591,C1A4,薑
01-7530,85AF,85AF,C1A6,薯
01-7531,859B,859B,C1A7,薛
01-7534,858A,858A,C1AA,薊
01-7536,8667,8667,C1AB,虧
01-7537,87C0,87C0,C1AC,蟀
01-7538,87D1,87D1,C1AD,蟑
01-7539,87B3,87B3,C1AE,螳
01-753A,87D2,87D2,C1AF,蟒
01-753C,87AB,87AB,C1B1,螫
01-753D,87BB,87BB,C1B2,螻
01-753F,87C8,87C8,C1B4,蟈
01-7542,8936,8936,C1B7,褶
01-7543,8944,8944,C1B8,襄
01-7545,893D,893D,C1BA,褽
01-754B,8B0A,8B0A,C1C0,謊
01-754E,8B04,8B04,C1C3,謄
01-7552,8C73,8C73,C1C7,豳
01-7556,8CF8,8CF8,C1CB,賸
01-7557,8CFB,8CFB,C1CC,賻
01-7559,8E49,8E49,C1CE,蹉
01-755A,8E4B,8E4B,C1CF,蹋
01-755B,8E48,8E48,C1D0,蹈
01-755C,8E4A,8E4A,C1D1,蹊
01-755D,8F44,8F44,C1D2,轄
01-755E,8F3E,8F3E,C1D3,輾
01-755F,8F42,8F42,C1D4,轂
01-7562,907F,907F,C1D7,避
01-7563,907D,907D,C1D8,遽
01-7569,91A3,91A3,C1DE,醣
01-756A,919E,919E,C1DF,醞
01-756B,919C,919C,C1E0,醜
01-756D,9382,9382,C1E2,鎂
01-756E,9328,9328,C1E3,錨
01-756F,9375,9375,C1E4,鍵
01-7570,934A,934A,C1E5,鍊
01-7571,9365,9365,C1E6,鍥
01-7573,9318,9318,C1E8,錘
01-7574,937E,937E,C1E9,鍾
01-7575,936C,936C,C1EA,鍬
01-7578,935A,935A,C1ED,鍚
01-7621,96B1,96B1,C1F4,隱
01-7623,96D6,96D6,C1F6,雖
01-7624,971C,971C,C1F7,霜
01-7626,97A0,97A0,C1F9,鞠
01-7627,97D3,97D3,C1FA,韓
01-762A,9935,9935,C1FD,餵
01-762B,9A01,9A01,C1FE,騁
01-762C,99FF,99FF,C240,駿
01-7632,9D3F,9D3F,C246,鴿
01-7635,9EDE,9EDE,C249,點
01-7638,9EDB,9EDB,C24C,黛
01-7639,9F3E,9F3E,C24D,鼾
01-763D,56AE,56AE,C251,嚮
01-763E,58D9,58D9,C252,壙
01-763F,58D8,58D8,C253,壘
01-7640,5B38,5B38,C254,嬸
01-7641,5F5E,5F5E,D482,彞
01-7641,5F5E,5F5E,C255,彞
01-7642,61E3,61E3,C256,懣
01-7643,6233,6233,C257,戳
01-7644,64F4,64F4,C258,擴
01-7645,64F2,64F2,C259,擲
01-7646,64FE,64FE,C25A,擾
01-7647,6506,6506,C25B,攆
01-764A,64F7,64F7,C25E,擷
01-764B,65B7,65B7,C25F,斷
01-764C,66DC,66DC,C260,曜
01-7652,6AB8,6AB8,C266,檸
01-7653,6AC2,6AC2,C267,櫂
01-7655,6AAF,6AAF,C269,檯
01-7658,6BAF,6BAF,C26C,殯
01-7659,7009,7009,C26D,瀉
01-765C,7006,7006,C270,瀆
01-765D,6FFA,6FFA,C271,濺
01-765E,7011,7011,C272,瀑
01-765F,700F,700F,C273,瀏
01-7660,71FB,71FB,C274,燻
01-7661,71FC,71FC,C275,燼
01-7662,71FE,71FE,C276,燾
01-7663,71F8,71F8,C277,燸
01-7665,7375,7375,C279,獵
01-7666,74A7,74A7,C27A,璧
01-7667,74BF,74BF,C27B,璿
01-7668,7515,7515,C27C,甕
01-7669,7656,7656,C27D,癖
01-766C,77BD,77BD,C2A2,瞽
01-766D,77BF,77BF,C2A3,瞿
01-766F,77BC,77BC,C2A5,瞼
01-7670,790E,790E,C2A6,礎
01-7671,79AE,79AE,C2A7,禮
